99971 2
10 20 96291
39 68 46436
57 44 53338
51 87 46935
6 57 76244
80 2 27889
68 28 28193
57 3 88067
76 27 3905
97 3 94520
68 21 59593
34 88 54354
96 68 41757
32 38 70175
19 43 62699
36 79 28318
81 76 24107
84 24 63138
41 42 19687
40 62 56071
46 74 79810
50 86 47589
10 43 31895
91 53 67047
2 91 10184
40 20 67786
100 15 30208
51 77 79067
13 58 95854
43 13 38045
23 14 30715
70 76 35462
68 70 66997
21 60 1651
36 55 5045
76 73 27366
67 99 20097
9 96 36600
33 44 38468
17 19 86996
60 31 91894
46 64 12460
35 97 39285
4 5 18610
30 84 34257
12 65 6608
51 95 30432
90 53 3749
30 74 45655
92 55 74249
57 32 37884
92 47 90293
41 97 72533
41 48 88117
29 64 42845
33 77 659
24 12 80199
35 63 6986
99 98 83483
7 44 35686
35 81 1978
49 98 97444
21 22 54530
56 33 46147
71 3 72043
92 6 1277
10 81 51957
41 62 25184
16 42 21241
10 18 52420
3 95 13401
26 52 92098
54 57 55669
67 89 32206
48 33 42682
47 4 71077
2 75 25196
34 94 85379
80 54 21642
19 9 38624
3 49 53465
100 63 32111
23 2 21770
61 85 66140
73 70 25171
37 98 8296
67 33 21192
35 56 23899
64 5 19493
86 56 37147
22 18 82608
28 15 54919
17 99 13946
86 100 93207
59 68 21518
48 63 25556
80 76 66071
49 56 29396
46 81 94701
48 77 4206
15 88 19357
73 60 4109
20 34 26265
13 89 4598
29 25 38337
36 35 56195
25 58 20836
32 17 36115
39 50 6017
46 54 26147
10 1 30290
29 86 19216
74 73 97428
10 75 7770
98 47 90253
71 57 75349
98 2 72569
54 22 70200
64 49 89248
72 14 76125
59 61 91804
32 39 49348
50 34 5161
23 95 79182
21 66 49831
25 3 23189
38 28 83606
58 15 94583
44 40 56157
22 2 27561
92 35 88777
31 35 20837
83 66 50404
89 31 44519
73 2 71362
3 83 88936
81 51 73927
21 51 40246
81 32 57215
24 14 21084
67 30 75000
73 92 2351
42 66 56991
77 20 99588
72 34 20199
76 47 80728
11 67 55152
13 32 79975
4 88 52544
16 42 92233
55 3 89834
97 81 79704
32 12 94380
44 95 23265
36 15 31185
88 25 36897
21 15 7028
63 87 15419
38 70 11036
53 64 92332
21 59 9172
26 39 17009
12 17 67284
74 98 71866
24 23 12398
40 17 85129
15 95 13154
91 49 59670
55 72 58228
65 28 3313
42 58 71548
68 14 4698
100 79 43973
98 39 63715
44 17 2257
69 18 81281
65 10 9434
8 97 93525
71 59 37990
68 76 99157
3 95 10479
32 16 38424
61 2 42695
97 46 31356
92 47 49909
48 97 11866
4 21 90912
71 75 7446
41 53 77609
92 96 60980
9 13 23625
45 21 5521
83 56 81291
34 25 2865
65 77 79366
22 72 8512
26 61 27228
78 82 83671
76 65 66439
76 6 71602
49 10 66921
36 62 12801
9 18 16475
19 14 82274
27 14 52105
11 9 41408
97 96 93931
91 84 30566
95 38 16578
38 72 87116
62 30 45228
21 21 2337
14 82 6421
68 38 82737
74 92 2312
60 10 86849
56 73 75544
100 78 74070
1 78 11656
24 78 42973
56 1 81748
86 76 27719
25 48 24713
69 59 20290
75 7 99038
88 28 95136
44 94 70618
77 67 97173
57 4 30384
42 14 88939
56 63 12228
45 32 87515
38 47 97014
36 7 9754
13 29 85940
76 55 79810
13 100 69720
68 84 55092
14 73 2498
70 62 3383
66 46 25375
9 71 94881
50 5 97331
63 61 78060
17 93 20388
89 27 41597
92 80 59612
44 9 6044
81 49 21123
99 48 1386
64 48 7160
76 85 89205
58 51 14289
85 19 12196
8 17 91480
1 57 81261
84 83 60754
91 75 24227
91 57 61236
23 55 16784
48 40 87194
26 39 92548
63 26 10514
3 49 21016
100 44 36346
32 79 37721
17 74 37873
100 96 47439
49 38 70429
80 72 29668
5 55 33247
56 57 18191
16 44 27120
13 83 6856
47 63 96190
66 57 23476
81 67 97510
87 33 18883
32 78 9197
40 95 91614
20 7 24156
94 67 37143
95 49 25612
78 49 92715
47 11 37430
52 91 76778
57 63 22741
84 69 84103
91 18 45919
98 84 39786
40 28 55533
32 44 265
23 43 19134
59 61 19049
9 27 93474
49 60 54068
92 25 52117
1 4 80106
99 11 78770
80 86 67528
85 58 16897
31 45 94041
97 12 32495
71 58 52988
93 10 95506
8 34 63335
38 61 85063
49 82 32729
1 82 94789
98 34 8114
27 82 87849
96 7 18799
74 4 15619
5 77 13448
36 27 50161
42 79 32238
72 70 31064
28 41 54639
41 44 56914
45 38 57716
19 99 63138
25 6 76705
86 56 2016
98 11 1639
3 3 31687
37 24 23914
53 80 89274
94 91 402
65 80 35945
29 21 93484
78 84 3176
81 44 79341
26 27 49610
68 9 62524
18 63 16366
48 72 41171
42 19 50163
53 5 24563
12 19 82512
72 60 75674
62 50 65282
36 92 6746
13 91 91327
2 10 77197
29 37 45518
12 7 41071
86 1 97823
86 83 593
95 42 49017
92 50 18785
76 91 79456
92 15 42810
90 34 51636
20 53 37279
78 88 71668
15 20 82282
50 73 11745
72 60 29130
83 2 72407
18 42 71432
53 56 15130
41 88 58475
69 94 66440
11 59 50680
8 99 70287
6 86 78058
54 58 15339
23 39 48080
17 72 68555
3 61 5155
23 49 28076
29 69 56043
92 29 50653
63 11 34364
37 43 98020
47 58 70803
42 43 35659
9 53 73642
63 18 96484
70 1 56077
51 61 61781
59 80 94216
73 42 3169
20 44 48919
40 34 62329
98 19 8821
48 93 9886
69 11 18826
84 31 10408
75 14 29873
32 25 1347
16 35 10000
21 93 68346
59 81 89909
93 30 90819
32 49 71776
21 25 16926
64 97 69462
81 9 39482
43 32 96375
86 81 92811
85 61 20952
96 86 22551
95 46 94439
72 59 18438
5 34 10455
8 12 36727
12 31 95384
8 88 82472
37 29 67046
57 73 59553
50 74 85638
82 46 57533
12 60 63916
29 94 30142
51 66 90216
36 67 36689
28 11 42999
67 88 59988
53 52 53949
72 22 79255
53 42 82960
24 48 49899
41 99 79055
69 98 54470
73 32 98832
13 37 44744
2 11 91852
94 72 68941
2 94 18285
31 51 53159
96 20 58210
27 96 76760
41 87 14709
84 64 66151
54 70 93000
62 56 37450
11 26 1434
9 21 52084
67 87 48706
31 20 15566
40 49 12788
10 53 95087
39 63 42906
11 27 75954
10 8 73230
91 47 46314
44 66 81875
22 26 46945
16 56 9219
74 72 11617
73 25 18809
57 30 15114
31 42 18366
31 61 7673
24 97 22019
9 30 58246
88 85 12531
11 16 90824
47 9 4896
80 7 48242
35 97 79577
45 100 84034
63 98 33420
48 44 4292
41 26 93155
25 41 15276
95 28 54342
76 6 9399
65 92 96724
72 20 4636
7 34 36602
95 31 76466
68 53 90852
9 89 76675
76 13 42830
49 44 44096
12 54 58399
92 53 4495
59 14 52050
50 23 21002
48 67 15549
69 67 51925
50 43 39635
45 13 9873
26 46 37192
73 32 82999
6 42 47263
79 81 5983
33 93 17739
21 54 43661
85 73 92216
17 97 4692
78 100 60194
78 51 4705
44 75 95548
58 88 8264
43 21 20405
29 34 25280
63 60 34172
24 86 26095
55 2 26025
96 22 61762
64 6 58643
35 20 3604
92 57 6804
81 1 61347
16 48 40488
100 59 22172
71 3 48550
78 34 18971
16 9 25218
26 58 74991
55 94 83789
14 54 23910
15 37 20959
12 24 59678
72 31 80758
45 96 9005
54 45 31338
88 28 35597
6 25 62745
30 56 19919
3 41 15959
64 84 74417
22 34 2878
48 77 20233
51 65 66472
18 79 43141
85 35 72269
54 83 67550
44 80 91389
73 11 27563
93 18 71856
80 44 60453
48 37 86248
82 46 22288
26 4 48909
61 86 43851
73 20 70948
70 67 67409
45 59 25224
86 52 7884
27 83 43179
24 93 39551
34 50 28964
41 72 7587
7 79 50117
60 9 25213
9 27 16282
90 86 28427
95 50 25332
33 28 78408
10 48 61639
91 14 89821
16 7 88439
94 86 66168
74 31 46767
10 20 92496
40 28 76704
17 28 80863
41 29 91264
49 22 99798
69 29 68523
82 55 82012
42 76 84469
20 81 39851
53 41 80522
23 27 14802
35 4 15797
48 100 95671
65 9 156
88 71 41722
94 49 41413
89 80 60029
14 76 20528
97 81 14173
53 73 22972
66 37 76914
85 45 450
44 27 38213
12 48 31765
84 93 42424
24 15 35973
3 80 40144
23 56 15138
4 68 48184
59 1 70867
45 55 70891
9 71 78266
59 4 60876
33 62 90706
5 89 31862
77 37 5394
86 49 72957
9 89 54721
66 26 89969
36 7 66553
1 83 67006
62 39 94658
74 43 24017
19 30 75327
42 64 64763
42 41 34863
7 26 87635
46 94 48700
46 53 35683
95 91 86826
66 44 51011
52 9 56142
39 65 28898
50 1 12240
6 11 54567
72 69 59302
72 8 24596
37 90 54521
13 40 11599
82 43 80848
13 33 25169
2 10 32803
77 60 33643
30 84 80690
56 36 43432
44 92 72060
75 75 83355
14 90 64555
95 78 77255
97 32 97151
54 49 23008
7 100 55012
46 97 82701
71 25 47647
100 18 81968
42 72 8042
70 36 7067
11 8 48029
49 55 36416
88 36 96507
23 63 94474
4 9 56481
74 25 56926
81 98 67114
8 4 90649
33 97 10999
33 23 493
48 84 11258
31 2 55954
79 60 48458
34 88 98514
9 67 41873
72 90 32688
48 45 33806
68 99 61776
19 8 20017
23 2 22750
86 60 37270
6 89 62716
32 9 14956
88 38 93879
68 44 30731
9 91 40871
24 71 69090
15 82 12395
34 11 72196
43 86 88227
68 23 69489
59 75 66780
5 47 61307
73 72 36749
3 58 46893
53 44 14780
100 9 26577
93 25 88921
44 52 15710
22 100 81610
67 27 48625
91 54 27106
78 47 18488
81 67 25600
76 42 10211
94 91 12448
85 30 31735
51 58 59954
12 88 32970
27 68 20906
98 79 67026
91 45 30253
95 45 7206
22 55 4019
65 32 25615
82 85 24815
96 13 65497
12 100 20724
10 71 91789
57 75 36036
49 3 65471
90 47 83210
60 66 89192
30 49 20078
1 12 79251
69 4 47012
25 1 86594
41 17 33672
44 58 4321
90 59 92504
49 100 63898
21 73 31026
25 99 72251
78 7 41077
20 36 37273
95 95 29833
40 24 96638
57 72 63464
83 55 13045
5 90 32661
43 12 77299
33 98 86083
28 52 42136
52 88 6720
81 72 93518
92 3 20629
3 16 54867
30 61 37791
81 14 11137
65 29 81544
72 10 50785
45 36 88131
61 95 82417
20 32 41817
92 100 79936
28 49 86761
47 46 98435
89 54 87315
17 5 54278
89 88 18612
23 13 67537
100 98 56868
46 30 36076
99 89 51606
18 4 16081
92 94 52883
3 9 25129
2 38 68760
64 24 33422
60 18 56216
56 3 56814
72 51 24383
34 53 64457
23 92 14573
68 81 22988
33 35 92297
44 3 18922
4 3 59819
66 57 12854
72 79 11289
62 89 69726
85 92 30791
11 11 67542
85 55 58577
55 96 22139
53 27 69165
22 46 17145
29 99 17648
83 88 779
98 40 95698
84 65 3140
67 99 78508
83 22 47029
91 84 87250
39 60 73125
84 57 31395
18 57 88186
34 35 21934
67 80 68506
31 45 27191
48 16 136
56 2 4656
38 75 54532
10 21 22622
82 45 33342
83 66 5549
85 64 75155
57 1 49919
65 61 72833
50 66 89945
16 34 44059
85 37 24519
93 40 60710
86 45 88958
60 23 70117
90 99 57606
76 39 68102
6 79 5016
31 67 53105
75 42 918
84 86 39250
84 16 86156
92 20 31944
96 46 83098
32 5 96292
32 10 74043
84 48 36016
24 41 55902
30 42 73711
91 6 35375
51 51 59899
57 9 30749
13 73 65339
48 44 60174
54 78 74808
60 50 58809
97 6 32655
59 43 55095
26 82 69686
16 69 32088
85 86 99068
27 25 90858
62 9 43510
16 48 41258
69 48 45308
89 75 3508
18 73 46152
77 91 53749
57 35 29771
18 10 60140
1 67 71220
65 75 78740
50 88 32997
55 32 83008
52 22 43431
62 46 637
73 57 83907
29 15 75420
94 89 31865
14 45 40925
73 92 37785
28 82 2722
85 6 30930
39 41 9371
57 72 85284
71 22 65211
74 35 62885
85 62 48691
9 61 75479
63 41 19175
30 40 34804
63 71 19607
34 67 80949
26 91 58366
38 32 96592
62 96 56339
28 2 57391
3 97 26364
46 37 25719
17 43 32620
97 1 719
63 91 9170
100 81 65527
19 98 59174
6 60 20956
4 60 56704
28 33 74674
97 28 51787
56 15 12731
3 63 93765
3 86 84436
8 35 72635
5 65 54876
73 98 76057
72 34 32086
19 56 52345
19 92 15365
23 45 88953
51 93 81448
86 52 53332
56 4 6546
53 39 45905
11 16 1067
73 7 8745
6 52 7326
67 30 98169
91 41 3864
6 4 55069
89 47 82054
31 59 92117
62 85 67453
17 66 9645
28 33 38308
55 66 837
23 18 64622
50 30 58170
67 12 39194
61 37 15500
65 85 38254
53 27 10324
88 86 43372
25 24 84114
13 47 74722
92 42 76316
86 88 14522
89 91 18790
88 42 57819
79 35 11250
25 6 99662
23 81 46195
88 80 17299
53 86 87260
78 81 84154
91 71 65611
31 91 70649
46 75 92927
54 62 68637
94 11 4909
12 73 37988
16 21 52980
23 62 14123
74 78 85661
47 10 59443
73 94 18072
98 60 92793
78 38 78692
10 36 83583
4 38 36612
49 10 16824
44 85 73
93 26 22388
4 3 69148
72 97 77404
11 80 81023
74 64 90204
31 69 39389
34 84 62574
44 83 60875
36 99 47774
30 4 20362
7 26 11000
62 94 66048
28 7 58829
65 31 27351
69 94 76010
3 95 91773
79 45 76814
62 61 73920
85 50 70587
86 62 27803
44 18 77748
55 32 64369
12 52 47863
58 94 22666
59 53 98395
17 73 66523
23 82 37402
6 36 91158
55 60 64031
28 40 47381
63 4 36367
23 55 8825
40 12 10446
27 72 1258
80 87 25760
26 15 29580
25 33 75502
34 44 12555
32 52 61798
89 54 34569
57 82 24986
5 32 60484
35 2 35255
91 47 73014
78 65 16667
5 30 97355
17 1 66184
31 13 19877
6 62 86201
26 39 58670
28 88 17185
15 34 411
57 47 96159
36 75 47150
34 75 42636
30 77 5169
2 9 16401
26 12 34018
18 67 44196
5 5 17621
80 32 49485
65 81 29848
90 98 36110
14 82 79223
37 76 16808
27 54 76552
30 92 64294
30 61 61995
9 52 2498
75 5 17403
10 99 63814
86 19 41960
83 87 91885
60 13 4736
61 98 86862
78 7 85590
18 20 39073
73 46 38402
9 96 61651
11 11 42528
10 65 59891
96 81 34079
64 48 4184
48 8 41939
82 36 15991
79 4 22377
23 86 6989
57 15 41546
34 18 82787
18 34 46191
56 83 41973
76 42 31994
16 5 15583
80 60 7830
65 80 70977
63 32 32206
89 11 80484
59 75 22357
50 41 26881
65 66 34038
29 9 54400
1 23 99151
35 61 87128
85 46 4792
28 4 27320
16 70 69763
89 23 58325
62 24 14677
19 52 65355
60 19 51086
43 23 43052
30 58 58959
59 42 84186
6 37 40949
91 37 53235
89 76 13306
7 90 15098
71 96 71628
82 20 36992
32 77 40502
78 48 80615
73 25 39220
48 9 7679
4 44 66475
22 5 17058
65 45 71232
71 66 19760
1 92 40104
25 55 92819
28 57 51276
91 59 34559
99 68 13966
27 50 64650
80 67 79438
22 83 67332
83 16 94429
48 61 8590
43 15 50697
43 62 47746
51 68 55311
54 51 52250
30 61 28386
94 49 3869
81 9 16241
19 71 22839
80 48 91489
11 48 50765
79 89 48648
11 99 1101
68 2 77038
32 39 36263
19 36 32288
14 65 67634
23 65 91330
6 46 14916
56 55 9978
14 76 70065
28 95 50511
1 79 54472
2 33 64323
68 10 9359
92 96 41273
94 63 83308
14 69 61629
7 38 72726
94 48 713
90 5 78794
18 28 88671
36 79 81221
65 31 51681
79 35 56483
41 41 86750
99 20 68368
9 67 23267
74 22 33711
2 40 37031
35 53 93983
71 43 74565
77 17 70721
32 13 6147
1 60 96589
22 42 48968
61 50 155
48 63 74853
59 91 10342
76 96 7787
71 34 58031
34 100 37276
89 40 19630
73 65 78971
9 39 85053
34 67 35987
79 87 35099
17 72 22772
9 100 47020
69 89 51794
87 1 5415
45 46 40309
72 46 27456
86 42 94199
25 83 1812
93 90 45096
19 81 46442
98 64 83260
92 40 1519
85 57 99804
46 80 68700
62 15 90824
20 63 19639
100 30 97061
79 86 50035
14 77 99842
3 32 23046
98 19 65445
34 59 88986
76 45 10461
90 4 46033
48 71 27181
82 57 52310
64 11 51855
40 87 39141
7 94 22098
78 14 63752
6 4 38526
22 94 38068
34 90 32551
88 100 36416
24 88 5461
2 42 50464
99 19 89284
90 96 21721
69 8 78989
26 99 65959
54 91 50972
52 47 44865
44 47 91824
44 49 24864
12 74 10989
7 60 60636
98 82 22599
54 2 78605
68 94 13038
49 5 29438
47 88 35098
9 85 17130
21 47 14910
94 10 80177
11 30 6003
70 8 83823
17 14 61832
81 91 63618
19 74 61871
44 63 74623
54 41 75426
20 12 7286
12 86 34804
78 67 8826
6 31 13547
38 83 44947
43 12 50463
81 63 65116
25 75 24602
86 67 88485
89 70 60744
68 74 45018
19 70 94211
53 63 51865
10 8 21247
33 11 37956
68 86 57025
43 91 64138
51 31 92855
79 84 47601
40 31 1031
90 59 95519
42 3 11361
75 33 13954
58 92 56181
74 30 85540
47 1 28285
17 57 32783
17 27 90533
62 60 13909
42 35 27486
35 100 89957
60 63 49836
5 27 37619
73 63 51547
5 38 52028
86 38 73362
63 18 17900
93 55 41780
70 70 23168
70 84 24660
57 44 98674
59 72 35514
13 4 58925
63 22 1801
20 64 29712
11 48 49879
21 22 20054
75 4 22774
22 70 51645
74 92 37980
77 60 41279
55 98 28145
97 38 79703
94 75 14059
5 41 38577
58 56 96199
66 80 76148
100 73 18137
35 100 68901
73 64 98273
6 56 9730
41 77 14107
20 26 74748
62 73 16761
16 20 51330
38 22 39047
76 18 1391
40 89 47888
20 78 19525
16 78 94249
56 41 71695
15 48 19832
26 39 71361
58 59 57570
84 77 16285
70 68 33379
29 23 71656
91 6 88829
79 62 61163
29 79 24443
24 12 11508
82 85 36001
78 92 69512
99 79 2123
25 47 1123
62 94 1468
30 70 39555
16 10 66971
92 5 17140
30 76 36483
48 46 31188
24 95 22575
21 97 2141
12 23 52111
74 46 95064
96 57 88990
74 10 3847
86 40 41090
28 96 48659
61 47 48819
74 85 39607
3 68 42416
29 51 61939
28 15 39599
32 58 5055
13 24 27525
26 88 29980
100 100 30569
18 32 52941
84 51 95558
85 67 16131
23 27 16879
55 67 88954
97 15 3419
3 47 38714
69 65 15118
67 61 79181
30 63 53174
56 63 41831
9 77 23762
80 19 25900
98 71 78094
61 76 52668
86 92 1561
9 85 75226
51 64 10045
71 18 48188
41 60 56644
69 15 28058
20 75 15
76 36 58685
34 25 5391
10 26 69499
17 40 76916
27 27 93090
35 11 53169
44 2 26989
32 2 59642
82 63 73376
6 65 64488
19 53 20537
37 89 83251
30 16 66998
57 11 44784
26 75 50779
95 57 33871
30 98 63459
50 13 82589
23 56 36044
76 68 82088
71 7 5958
42 62 21112
91 33 47196
33 97 53128
44 28 60217
53 95 88674
89 4 77299
17 83 45629
45 1 93690
64 10 60158
94 19 18162
28 74 1796
44 12 89607
71 38 43412
70 56 37385
8 83 78266
26 68 87878
37 85 60475
80 52 81683
35 31 95743
33 98 28152
48 27 48094
18 50 39075
53 26 8136
92 26 21842
14 37 69596
7 82 61582
20 98 12025
18 67 81415
65 67 34960
15 44 29324
100 83 2257
95 58 4844
15 62 30880
8 51 23012
56 19 11680
14 15 11757
100 60 67346
28 90 60967
95 67 90185
6 13 64560
38 21 90133
81 1 72201
88 89 75542
28 23 37940
74 7 65739
38 73 96714
56 69 91741
20 24 40970
92 34 45863
55 39 17745
73 89 80254
92 18 96716
89 38 30371
26 52 97832
44 14 62045
27 84 137
38 19 35762
8 54 32307
20 9 59284
85 35 44779
65 76 66310
12 47 94486
42 28 43326
65 44 42497
98 86 93366
42 79 34067
1 89 33554
72 22 60498
57 27 48094
34 33 18590
70 20 58391
56 69 63485
70 8 86870
73 59 18173
27 74 79975
6 34 33675
29 29 24168
15 22 10399
35 70 13030
46 90 18810
23 50 48869
53 96 17947
92 55 74810
42 10 56280
94 22 64649
34 2 9512
61 83 18388
34 31 68711
63 65 83783
81 5 18463
37 90 32682
14 84 11422
84 30 35916
53 59 88206
4 78 33110
75 37 21793
44 82 64058
49 49 10880
77 30 17843
76 15 15909
89 11 96409
17 11 84213
13 45 49190
5 16 42589
93 39 70229
67 54 99223
66 46 23002
87 51 685
64 59 54749
99 14 37450
14 28 7233
48 42 50210
64 82 37532
94 90 71241
62 42 52886
7 84 98855
3 40 21384
24 82 63990
83 87 5440
66 97 21641
95 75 2138
66 55 29945
49 83 82811
78 19 87260
67 47 58673
37 84 37287
24 81 75109
45 21 1690
91 50 11094
33 23 34729
86 93 88086
70 14 71535
67 72 15996
84 57 85823
14 87 40935
78 37 69214
70 17 10102
38 66 15546
65 63 38773
71 62 54349
21 3 92794
28 89 79726
57 39 49567
10 7 25101
41 93 19810
44 49 71528
74 38 56883
34 23 80743
5 98 57989
89 52 44781
43 64 38033
20 37 93840
31 16 78259
73 6 82627
31 16 10469
34 58 17422
59 70 19382
94 12 32829
36 20 56590
58 63 43253
30 60 14500
84 22 28434
75 43 89135
53 41 43747
92 47 45074
73 28 49042
48 53 27360
2 6 91949
14 86 5089
65 42 91558
47 74 81834
44 68 81398
87 4 87353
96 2 58569
23 53 80141
78 17 55247
47 5 11459
68 23 16693
36 82 55865
35 19 3308
96 22 81044
79 48 22181
11 17 19270
27 44 6757
60 14 62975
98 17 51103
34 9 95073
68 78 90982
3 68 89661
4 76 74810
94 28 43755
3 25 15747
90 31 22178
81 85 7970
69 12 31055
17 63 19837
8 91 4104
38 90 98342
45 17 80762
7 89 11635
53 53 50690
53 49 69280
76 20 33412
63 15 32155
10 35 71635
15 76 45757
5 88 73651
33 24 68514
13 80 61791
94 8 51953
60 8 77632
52 80 87074
66 52 57714
4 98 95689
18 8 43068
73 35 64597
7 40 66524
84 82 12473
28 19 99266
3 86 33493
9 34 197
14 45 34418
73 38 69703
49 31 29420
91 1 98655
91 51 14124
23 94 38442
48 18 67794
40 56 89524
85 32 891
41 85 19701
40 81 73921
6 48 9895
20 50 67247
37 90 41659
17 99 54200
40 50 44166
49 21 11567
17 16 83979
21 77 98791
91 52 34168
50 10 11737
99 68 21719
13 1 86172
4 42 88715
32 86 38886
10 36 60952
89 87 82920
16 82 47545
46 8 85742
12 19 84835
57 35 92003
41 1 6168
14 68 12068
57 42 39813
76 19 67636
3 87 55019
66 20 52887
3 68 15417
63 68 15927
86 78 16509
18 42 87669
38 94 36218
9 57 57895
14 28 41321
51 1 8075
73 55 53836
88 12 96302
55 52 69093
44 87 25637
37 91 44224
7 39 15500
95 7 83655
16 70 96735
34 55 10527
90 11 27705
35 11 80969
62 31 93758
43 81 79733
29 79 4048
96 16 54277
26 12 90825
14 5 72962
91 3 29126
72 71 11273
51 92 36011
18 61 48709
15 86 21482
22 38 48680
76 67 4737
92 88 57441
100 89 75110
45 87 61706
43 71 94550
54 6 97203
44 94 70647
27 81 19139
55 51 57846
61 52 45238
64 8 3781
90 21 56874
2 82 39
98 17 26923
4 71 15304
52 56 38769
78 27 18807
66 31 95386
65 50 54873
18 56 24769
42 24 90687
5 18 12305
92 26 90165
27 41 91407
46 67 25291
26 25 97716
56 45 65552
57 50 7230
72 29 16340
38 42 87535
4 89 56834
26 53 66032
19 27 17612
90 91 72399
35 16 86243
5 47 29360
100 11 41399
30 48 6687
40 62 88247
89 23 73017
83 70 17387
12 95 87203
32 39 54820
76 85 36958
52 16 80431
26 7 5683
39 54 17480
87 38 20806
65 85 95527
68 63 4149
72 17 1882
2 38 65950
57 41 20557
78 60 64652
92 57 2660
1 36 78790
36 51 3922
86 50 43145
4 91 671
2 54 61776
69 63 81688
37 97 9135
89 68 45495
100 59 31827
28 17 47244
82 68 70932
63 99 7654
65 84 8894
95 95 91350
71 86 56321
44 20 55209
44 86 62791
53 73 11126
99 43 8141
67 41 10254
55 83 31782
50 72 40215
86 70 750
29 57 39380
24 13 47942
6 74 63821
44 46 81759
69 68 35334
65 8 47861
37 53 96776
15 10 25596
71 98 93361
99 87 82927
59 42 73832
41 90 45499
87 41 61518
49 49 76447
82 86 92918
86 34 96093
96 93 84897
23 79 62758
73 65 5157
67 38 68852
64 1 65031
19 18 52512
27 81 59640
1 51 64859
100 9 84546
98 17 6244
74 68 15871
34 43 50589
24 92 49791
93 58 71633
78 21 73961
26 83 70271
1 98 2186
12 5 3266
63 51 20443
47 56 42254
13 48 47775
81 28 39572
96 53 98524
19 59 32145
56 89 79092
5 84 69703
67 22 53252
41 44 47558
64 87 94772
51 21 59145
65 29 4352
54 27 2117
72 65 1436
68 53 64448
58 24 64385
44 88 59176
5 96 90957
75 66 68585
56 83 84825
24 76 88602
16 29 16104
13 73 44885
12 86 63766
25 98 14633
13 27 75490
83 1 86497
47 89 20215
4 37 60898
71 72 56767
9 18 89446
97 17 31491
44 74 78139
75 28 17835
75 49 83870
100 86 65950
73 66 4209
33 79 12021
49 34 4237
37 55 65643
55 12 6135
2 45 45533
67 27 91057
95 80 99072
30 67 25036
4 40 73570
30 31 45449
7 62 50085
45 52 23647
21 33 41377
58 64 25361
27 38 15782
45 79 16489
60 94 84572
41 29 25545
46 70 7116
75 69 6214
18 35 91958
43 70 41948
4 33 51446
93 87 75308
92 55 374
63 12 10024
27 51 45019
33 53 27634
3 22 65183
40 60 84813
19 73 41884
32 7 37980
42 24 82282
11 19 77519
35 36 73069
24 68 47728
18 13 92763
28 31 86850
74 57 8020
85 18 18095
13 95 87712
85 62 53226
16 100 2081
59 56 49382
22 16 63298
73 16 99799
46 24 20417
36 7 25995
26 89 29057
96 25 75166
27 33 37890
71 18 26469
91 74 41561
28 12 35787
17 78 79004
28 38 19792
6 50 35440
31 95 39553
63 77 73778
52 19 75558
29 100 26605
23 26 95186
85 16 18327
31 25 55984
33 97 97098
41 36 36739
98 6 78291
